id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2,year
829705,2015,Kolkata,2015-04-08,League,M Morkel,Eden Gardens,KKR,MI,KKR,field,KKR,wickets,7.0,169.0,20.0,N,,S Ravi,C Shamshuddin,2015
829707,2015,Chennai,2015-04-09,League,A Nehra,MA Chidambaram Stadium,CSK,DC,DC,field,CSK,runs,1.0,151.0,20.0,N,,RK Illingworth,VA Kulkarni,2015
829709,2015,Pune,2015-04-10,League,JP Faulkner,Maharashtra Cricket Association Stadium,PBKS,RR,PBKS,field,RR,runs,26.0,163.0,20.0,N,,SD Fry,CB Gaffaney,2015
829711,2015,Chennai,2015-04-11,League,BB McCullum,MA Chidambaram Stadium,CSK,SRH,CSK,bat,CSK,runs,45.0,210.0,20.0,N,,RK Illingworth,VA Kulkarni,2015
829713,2015,Kolkata,2015-04-11,League,CH Gayle,Eden Gardens,KKR,RCB,RCB,field,RCB,wickets,3.0,178.0,20.0,N,,S Ravi,C Shamshuddin,2015
829715,2015,Delhi,2015-04-12,League,DJ Hooda,Feroz Shah Kotla,DC,RR,RR,field,RR,wickets,3.0,185.0,20.0,N,,SD Fry,CB Gaffaney,2015
829717,2015,Mumbai,2015-04-12,League,GJ Bailey,Wankhede Stadium,MI,PBKS,MI,field,PBKS,runs,18.0,178.0,20.0,N,,AK Chaudhary,K Srinivasan,2015
829719,2015,Bangalore,2015-04-13,League,DA Warner,M Chinnaswamy Stadium,RCB,SRH,SRH,field,SRH,wickets,8.0,167.0,20.0,N,,RM Deshpande,RK Illingworth,2015
829721,2015,Ahmedabad,2015-04-14,League,SPD Smith,Narendra Modi Stadium,RR,MI,MI,bat,RR,wickets,7.0,165.0,20.0,N,,AK Chaudhary,SD Fry,2015
829725,2015,Pune,2015-04-15,League,MA Agarwal,Maharashtra Cricket Association Stadium,PBKS,DC,PBKS,bat,DC,wickets,5.0,166.0,20.0,N,,CB Gaffaney,K Srinath,2015
829727,2015,Visakhapatnam,2015-04-16,League,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,SRH,RR,RR,field,RR,wickets,6.0,128.0,20.0,N,,PG Pathak,S Ravi,2015
829729,2015,Mumbai,2015-04-17,League,A Nehra,Wankhede Stadium,MI,CSK,MI,bat,CSK,wickets,6.0,184.0,20.0,N,,AK Chaudhary,M Erasmus,2015
829731,2015,Visakhapatnam,2015-04-18,League,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,SRH,DC,DC,bat,DC,runs,4.0,168.0,20.0,N,,PG Pathak,S Ravi,2015
829733,2015,Pune,2015-04-18,League,AD Russell,Maharashtra Cricket Association Stadium,PBKS,KKR,KKR,field,KKR,wickets,4.0,156.0,20.0,N,,SD Fry,CK Nandan,2015
829735,2015,Ahmedabad,2015-04-19,League,AM Rahane,Narendra Modi Stadium,RR,CSK,CSK,bat,RR,wickets,8.0,157.0,20.0,N,,AK Chaudhary,M Erasmus,2015
829737,2015,Bangalore,2015-04-19,League,Harbhajan Singh,M Chinnaswamy Stadium,RCB,MI,RCB,field,MI,runs,18.0,210.0,20.0,N,,RK Illingworth,VA Kulkarni,2015
829739,2015,Delhi,2015-04-20,League,UT Yadav,Feroz Shah Kotla,DC,KKR,KKR,field,KKR,wickets,6.0,147.0,20.0,N,,SD Fry,CB Gaffaney,2015
829741,2015,Ahmedabad,2015-04-21,League,SE Marsh,Narendra Modi Stadium,RR,PBKS,PBKS,field,PBKS,tie,,192.0,20.0,Y,,M Erasmus,S Ravi,2015
829743,2015,Visakhapatnam,2015-04-22,League,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,SRH,KKR,KKR,field,SRH,runs,16.0,118.0,12.0,N,D/L,RK Illingworth,VA Kulkarni,2015
829745,2015,Bangalore,2015-04-22,League,SK Raina,M Chinnaswamy Stadium,RCB,CSK,RCB,field,CSK,runs,27.0,182.0,20.0,N,,JD Cloete,C Shamshuddin,2015
829747,2015,Delhi,2015-04-23,League,SS Iyer,Feroz Shah Kotla,DC,MI,MI,field,DC,runs,37.0,191.0,20.0,N,,SD Fry,CK Nandan,2015
829749,2015,Ahmedabad,2015-04-24,League,MA Starc,Narendra Modi Stadium,RR,RCB,RCB,field,RCB,wickets,9.0,131.0,20.0,N,,M Erasmus,S Ravi,2015
829751,2015,Mumbai,2015-04-25,League,SL Malinga,Wankhede Stadium,MI,SRH,MI,bat,MI,runs,20.0,158.0,20.0,N,,HDPK Dharmasena,CB Gaffaney,2015
829753,2015,Chennai,2015-04-25,League,BB McCullum,MA Chidambaram Stadium,CSK,PBKS,CSK,bat,CSK,runs,97.0,193.0,20.0,N,,JD Cloete,C Shamshuddin,2015
829757,2015,Delhi,2015-04-26,League,VR Aaron,Feroz Shah Kotla,DC,RCB,RCB,field,RCB,wickets,10.0,96.0,20.0,N,,M Erasmus,S Ravi,2015
829759,2015,Chandigarh,2015-04-27,League,TA Boult,"Punjab Cricket Association Stadium, Mohali",PBKS,SRH,PBKS,field,SRH,runs,20.0,151.0,20.0,N,,HDPK Dharmasena,CB Gaffaney,2015
829765,2015,Chennai,2015-04-28,League,DJ Bravo,MA Chidambaram Stadium,CSK,KKR,KKR,field,CSK,runs,2.0,135.0,20.0,N,,RM Deshpande,VA Kulkarni,2015
829763,2015,Bangalore,2015-04-29,League,,M Chinnaswamy Stadium,RCB,RR,RR,field,,no result,,,,N,,JD Cloete,PG Pathak,2015
829723,2015,Kolkata,2015-04-30,League,AD Russell,Eden Gardens,KKR,CSK,KKR,field,KKR,wickets,7.0,166.0,20.0,N,,AK Chaudhary,M Erasmus,2015
829767,2015,Delhi,2015-05-01,League,NM Coulter-Nile,Feroz Shah Kotla,DC,PBKS,DC,field,DC,wickets,9.0,119.0,20.0,N,,RK Illingworth,S Ravi,2015
829769,2015,Mumbai,2015-05-01,League,AT Rayudu,Wankhede Stadium,MI,RR,RR,field,MI,runs,8.0,188.0,20.0,N,,HDPK Dharmasena,CK Nandan,2015
829771,2015,Bangalore,2015-05-02,League,Mandeep Singh,M Chinnaswamy Stadium,RCB,KKR,RCB,field,RCB,wickets,7.0,112.0,10.0,N,,JD Cloete,PG Pathak,2015
829773,2015,Hyderabad,2015-05-02,League,DA Warner,Rajiv Gandhi International Stadium,SRH,CSK,CSK,field,SRH,runs,22.0,193.0,20.0,N,,AK Chaudhary,K Srinivasan,2015
829775,2015,Chandigarh,2015-05-03,League,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",PBKS,MI,MI,bat,MI,runs,23.0,173.0,20.0,N,,RK Illingworth,VA Kulkarni,2015
829777,2015,Mumbai,2015-05-03,League,AM Rahane,Brabourne Stadium,RR,DC,DC,field,RR,runs,14.0,190.0,20.0,N,,HDPK Dharmasena,CB Gaffaney,2015
829779,2015,Chennai,2015-05-04,League,SK Raina,MA Chidambaram Stadium,CSK,RCB,CSK,bat,CSK,runs,24.0,149.0,20.0,N,,C Shamshuddin,K Srinath,2015
829781,2015,Kolkata,2015-05-04,League,UT Yadav,Eden Gardens,KKR,SRH,SRH,field,KKR,runs,35.0,168.0,20.0,N,,AK Chaudhary,M Erasmus,2015
829783,2015,Mumbai,2015-05-05,League,Harbhajan Singh,Wankhede Stadium,MI,DC,DC,bat,MI,wickets,5.0,153.0,20.0,N,,HDPK Dharmasena,CB Gaffaney,2015
829785,2015,Bangalore,2015-05-06,League,CH Gayle,M Chinnaswamy Stadium,RCB,PBKS,PBKS,field,RCB,runs,138.0,227.0,20.0,N,,RK Illingworth,VA Kulkarni,2015
829761,2015,Kolkata,2015-05-07,League,PP Chawla,Eden Gardens,KKR,DC,KKR,bat,KKR,runs,13.0,172.0,20.0,N,,AK Chaudhary,M Erasmus,2015
829787,2015,Mumbai,2015-05-07,League,EJG Morgan,Brabourne Stadium,RR,SRH,RR,field,SRH,runs,7.0,202.0,20.0,N,,JD Cloete,C Shamshuddin,2015
829789,2015,Chennai,2015-05-08,League,HH Pandya,MA Chidambaram Stadium,CSK,MI,CSK,bat,MI,wickets,6.0,159.0,20.0,N,,CB Gaffaney,CK Nandan,2015
829791,2015,Kolkata,2015-05-09,League,AD Russell,Eden Gardens,KKR,PBKS,PBKS,bat,KKR,wickets,1.0,184.0,20.0,N,,AK Chaudhary,HDPK Dharmasena,2015
829793,2015,Raipur,2015-05-09,League,MC Henriques,Shaheed Veer Narayan Singh International Stadium,DC,SRH,SRH,bat,SRH,runs,6.0,164.0,20.0,N,,VA Kulkarni,S Ravi,2015
829795,2015,Mumbai,2015-05-10,League,AB de Villiers,Wankhede Stadium,MI,RCB,RCB,bat,RCB,runs,39.0,236.0,20.0,N,,JD Cloete,C Shamshuddin,2015
829797,2015,Chennai,2015-05-10,League,RA Jadeja,MA Chidambaram Stadium,CSK,RR,CSK,bat,CSK,runs,12.0,158.0,20.0,N,,M Erasmus,CK Nandan,2015
829799,2015,Hyderabad,2015-05-11,League,DA Warner,Rajiv Gandhi International Stadium,SRH,PBKS,SRH,bat,SRH,runs,5.0,186.0,20.0,N,,AK Chaudhary,HDPK Dharmasena,2015
829801,2015,Raipur,2015-05-12,League,Z Khan,Shaheed Veer Narayan Singh International Stadium,DC,CSK,CSK,bat,DC,wickets,6.0,120.0,20.0,N,,RK Illingworth,VA Kulkarni,2015
829803,2015,Chandigarh,2015-05-13,League,AR Patel,"Punjab Cricket Association Stadium, Mohali",PBKS,RCB,RCB,field,PBKS,runs,22.0,107.0,10.0,N,,JD Cloete,C Shamshuddin,2015
829805,2015,Mumbai,2015-05-14,League,HH Pandya,Wankhede Stadium,MI,KKR,KKR,field,MI,runs,5.0,172.0,20.0,N,,RK Illingworth,VA Kulkarni,2015
829807,2015,Hyderabad,2015-05-15,League,V Kohli,Rajiv Gandhi International Stadium,SRH,RCB,SRH,bat,RCB,wickets,6.0,81.0,6.0,N,D/L,AK Chaudhary,HDPK Dharmasena,2015
829809,2015,Chandigarh,2015-05-16,League,P Negi,"Punjab Cricket Association Stadium, Mohali",PBKS,CSK,PBKS,bat,CSK,wickets,7.0,131.0,20.0,N,,CK Nandan,C Shamshuddin,2015
829811,2015,Mumbai,2015-05-16,League,SR Watson,Brabourne Stadium,RR,KKR,RR,bat,RR,runs,9.0,200.0,20.0,N,,RM Deshpande,RK Illingworth,2015
829815,2015,Hyderabad,2015-05-17,League,MJ McClenaghan,Rajiv Gandhi International Stadium,SRH,MI,SRH,bat,MI,wickets,9.0,114.0,20.0,N,,CB Gaffaney,K Srinath,2015
829813,2015,Bangalore,2015-05-17,League,,M Chinnaswamy Stadium,RCB,DC,RCB,field,,no result,,188.0,20.0,N,,HDPK Dharmasena,K Srinivasan,2015
829817,2015,Mumbai,2015-05-19,Qualifier 1,KA Pollard,Wankhede Stadium,CSK,MI,MI,bat,MI,runs,25.0,188.0,20.0,N,,HDPK Dharmasena,RK Illingworth,2015
829819,2015,Pune,2015-05-20,Eliminator,AB de Villiers,Maharashtra Cricket Association Stadium,RCB,RR,RCB,bat,RCB,runs,71.0,181.0,20.0,N,,AK Chaudhary,C Shamshuddin,2015
829821,2015,Ranchi,2015-05-22,Qualifier 2,A Nehra,JSCA International Stadium Complex,CSK,RCB,CSK,field,CSK,wickets,3.0,140.0,20.0,N,,AK Chaudhary,CB Gaffaney,2015
829823,2015,Kolkata,2015-05-24,Final,RG Sharma,Eden Gardens,MI,CSK,CSK,field,MI,runs,41.0,203.0,20.0,N,,HDPK Dharmasena,RK Illingworth,2015
980903,2016,Kolkata,2016-04-10,League,AD Russell,Eden Gardens,KKR,DC,KKR,field,KKR,wickets,9.0,99.0,20.0,N,,S Ravi,C Shamshuddin,2016
980907,2016,Bangalore,2016-04-12,League,AB de Villiers,M Chinnaswamy Stadium,RCB,SRH,SRH,field,RCB,runs,45.0,228.0,20.0,N,,HDPK Dharmasena,VK Sharma,2016
980909,2016,Kolkata,2016-04-13,League,RG Sharma,Eden Gardens,KKR,MI,MI,field,MI,wickets,6.0,188.0,20.0,N,,Nitin Menon,S Ravi,2016
980913,2016,Delhi,2016-04-15,League,A Mishra,Feroz Shah Kotla,DC,PBKS,DC,field,DC,wickets,8.0,112.0,20.0,N,,S Ravi,C Shamshuddin,2016
980915,2016,Hyderabad,2016-04-16,League,G Gambhir,Rajiv Gandhi International Stadium,SRH,KKR,SRH,bat,KKR,wickets,8.0,143.0,20.0,N,,AK Chaudhary,CK Nandan,2016
980921,2016,Bangalore,2016-04-17,League,Q de Kock,M Chinnaswamy Stadium,RCB,DC,DC,field,DC,wickets,7.0,192.0,20.0,N,,VA Kulkarni,A Nand Kishore,2016
980923,2016,Hyderabad,2016-04-18,League,DA Warner,Rajiv Gandhi International Stadium,SRH,MI,SRH,field,SRH,wickets,7.0,143.0,20.0,N,,HDPK Dharmasena,VK Sharma,2016
980925,2016,Chandigarh,2016-04-19,League,RV Uthappa,Punjab Cricket Association Stadium,PBKS,KKR,KKR,field,KKR,wickets,6.0,139.0,20.0,N,,S Ravi,C Shamshuddin,2016
980927,2016,Mumbai,2016-04-20,League,RG Sharma,Wankhede Stadium,MI,RCB,MI,field,MI,wickets,6.0,171.0,20.0,N,,AK Chaudhary,CK Nandan,2016
980933,2016,Delhi,2016-04-23,League,SV Samson,Feroz Shah Kotla,DC,MI,MI,field,DC,runs,10.0,165.0,20.0,N,,S Ravi,C Shamshuddin,2016
980935,2016,Hyderabad,2016-04-23,League,Mustafizur Rahman,Rajiv Gandhi International Stadium,SRH,PBKS,SRH,field,SRH,wickets,5.0,144.0,20.0,N,,AK Chaudhary,CK Nandan,2016
980941,2016,Chandigarh,2016-04-25,League,PA Patel,Punjab Cricket Association Stadium,PBKS,MI,PBKS,field,MI,runs,25.0,190.0,20.0,N,,Nitin Menon,RJ Tucker,2016
980947,2016,Mumbai,2016-04-28,League,RG Sharma,Wankhede Stadium,MI,KKR,MI,field,MI,wickets,6.0,175.0,20.0,N,,Nitin Menon,RJ Tucker,2016
980951,2016,Delhi,2016-04-30,League,CR Brathwaite,Feroz Shah Kotla,DC,KKR,KKR,field,DC,runs,27.0,187.0,20.0,N,,KN Ananthapadmanabhan,M Erasmus,2016
980953,2016,Hyderabad,2016-04-30,League,DA Warner,Rajiv Gandhi International Stadium,SRH,RCB,RCB,field,SRH,runs,15.0,195.0,20.0,N,,AK Chaudhary,HDPK Dharmasena,2016
980959,2016,Bangalore,2016-05-02,League,AD Russell,M Chinnaswamy Stadium,RCB,KKR,KKR,field,KKR,wickets,5.0,186.0,20.0,N,,M Erasmus,S Ravi,2016
980963,2016,Kolkata,2016-05-04,League,AD Russell,Eden Gardens,KKR,PBKS,PBKS,field,KKR,runs,7.0,165.0,20.0,N,,AK Chaudhary,HDPK Dharmasena,2016
980971,2016,Chandigarh,2016-05-07,League,MP Stoinis,Punjab Cricket Association Stadium,PBKS,DC,DC,field,PBKS,runs,9.0,182.0,20.0,N,,HDPK Dharmasena,CK Nandan,2016
980973,2016,Visakhapatnam,2016-05-08,League,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,MI,SRH,MI,field,SRH,runs,85.0,178.0,20.0,N,,S Ravi,C Shamshuddin,2016
980977,2016,Chandigarh,2016-05-09,League,SR Watson,Punjab Cricket Association Stadium,PBKS,RCB,PBKS,field,RCB,runs,1.0,176.0,20.0,N,,AK Chaudhary,HDPK Dharmasena,2016
980981,2016,Bangalore,2016-05-11,League,KH Pandya,M Chinnaswamy Stadium,RCB,MI,MI,field,MI,wickets,6.0,152.0,20.0,N,,AY Dandekar,C Shamshuddin,2016
980983,2016,Hyderabad,2016-05-12,League,CH Morris,Rajiv Gandhi International Stadium,SRH,DC,DC,field,DC,wickets,7.0,147.0,20.0,N,,K Bharatan,M Erasmus,2016
980985,2016,Visakhapatnam,2016-05-13,League,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,MI,PBKS,MI,bat,PBKS,wickets,7.0,125.0,20.0,N,,HDPK Dharmasena,CK Nandan,2016
980993,2016,Visakhapatnam,2016-05-15,League,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,MI,DC,DC,field,MI,runs,80.0,207.0,20.0,N,,Nitin Menon,CK Nandan,2016
980991,2016,Chandigarh,2016-05-15,League,HM Amla,Punjab Cricket Association Stadium,PBKS,SRH,PBKS,bat,SRH,wickets,7.0,180.0,20.0,N,,KN Ananthapadmanabhan,M Erasmus,2016
980995,2016,Kolkata,2016-05-16,League,V Kohli,Eden Gardens,KKR,RCB,RCB,field,RCB,wickets,9.0,184.0,20.0,N,,CB Gaffaney,A Nand Kishore,2016
980999,2016,Bangalore,2016-05-18,League,V Kohli,M Chinnaswamy Stadium,RCB,PBKS,PBKS,field,RCB,runs,82.0,203.0,14.0,N,D/L,KN Ananthapadmanabhan,M Erasmus,2016
981003,2016,Raipur,2016-05-20,League,KK Nair,Shaheed Veer Narayan Singh International Stadium,DC,SRH,DC,field,DC,wickets,6.0,159.0,20.0,N,,A Nand Kishore,BNJ Oxenford,2016
981009,2016,Kolkata,2016-05-22,League,YK Pathan,Eden Gardens,KKR,SRH,SRH,field,KKR,runs,22.0,172.0,20.0,N,,KN Ananthapadmanabhan,M Erasmus,2016
981011,2016,Raipur,2016-05-22,League,V Kohli,Shaheed Veer Narayan Singh International Stadium,DC,RCB,RCB,field,RCB,wickets,6.0,139.0,20.0,N,,A Nand Kishore,BNJ Oxenford,2016
981015,2016,Delhi,2016-05-25,Elimination Final,MC Henriques,Feroz Shah Kotla,SRH,KKR,KKR,field,SRH,runs,22.0,163.0,20.0,N,,M Erasmus,C Shamshuddin,2016
981019,2016,Bangalore,2016-05-29,Final,BCJ Cutting,M Chinnaswamy Stadium,RCB,SRH,SRH,bat,SRH,runs,8.0,209.0,20.0,N,,HDPK Dharmasena,BNJ Oxenford,2016
1082591,2017,Hyderabad,2017-04-05,League,Yuvraj Singh,Rajiv Gandhi International Stadium,SRH,RCB,RCB,field,SRH,runs,35.0,208.0,20.0,N,,AY Dandekar,NJ Llong,2017
1082595,2017,Bengaluru,2017-04-08,League,KM Jadhav,M Chinnaswamy Stadium,RCB,DC,RCB,bat,RCB,runs,15.0,158.0,20.0,N,,S Ravi,VK Sharma,2017
1082597,2017,Mumbai,2017-04-09,League,N Rana,Wankhede Stadium,MI,KKR,MI,field,MI,wickets,4.0,179.0,20.0,N,,Nitin Menon,CK Nandan,2017
1082598,2017,Indore,2017-04-10,League,AR Patel,Holkar Cricket Stadium,PBKS,RCB,RCB,bat,PBKS,wickets,8.0,149.0,20.0,N,,AK Chaudhary,C Shamshuddin,2017
1082600,2017,Mumbai,2017-04-12,League,JJ Bumrah,Wankhede Stadium,MI,SRH,MI,field,MI,wickets,4.0,159.0,20.0,N,,Nitin Menon,CK Nandan,2017
1082601,2017,Kolkata,2017-04-13,League,SP Narine,Eden Gardens,KKR,PBKS,KKR,field,KKR,wickets,8.0,171.0,20.0,N,,A Deshmukh,NJ Llong,2017
1082602,2017,Bangalore,2017-04-14,League,KA Pollard,M Chinnaswamy Stadium,RCB,MI,MI,field,MI,wickets,4.0,143.0,20.0,N,,KN Ananthapadmanabhan,AK Chaudhary,2017
1082604,2017,Kolkata,2017-04-15,League,RV Uthappa,Eden Gardens,KKR,SRH,SRH,field,KKR,runs,17.0,173.0,20.0,N,,AY Dandekar,NJ Llong,2017
1082605,2017,Delhi,2017-04-15,League,CJ Anderson,Feroz Shah Kotla,DC,PBKS,DC,bat,DC,runs,51.0,189.0,20.0,N,,YC Barde,Nitin Menon,2017
1082608,2017,Delhi,2017-04-17,League,NM Coulter-Nile,Feroz Shah Kotla,DC,KKR,DC,bat,KKR,wickets,4.0,169.0,20.0,N,,Nitin Menon,CK Nandan,2017
1082609,2017,Hyderabad,2017-04-17,League,B Kumar,Rajiv Gandhi International Stadium,SRH,PBKS,PBKS,field,SRH,runs,5.0,160.0,20.0,N,,AY Dandekar,A Deshmukh,2017
1082611,2017,Hyderabad,2017-04-19,League,KS Williamson,Rajiv Gandhi International Stadium,SRH,DC,SRH,bat,SRH,runs,15.0,192.0,20.0,N,,CB Gaffaney,NJ Llong,2017
1082612,2017,Indore,2017-04-20,League,JC Buttler,Holkar Cricket Stadium,PBKS,MI,MI,field,MI,wickets,8.0,199.0,20.0,N,,M Erasmus,C Shamshuddin,2017
1082614,2017,Mumbai,2017-04-22,League,MJ McClenaghan,Wankhede Stadium,MI,DC,DC,field,MI,runs,14.0,143.0,20.0,N,,A Nand Kishore,S Ravi,2017
1082617,2017,Kolkata,2017-04-23,League,NM Coulter-Nile,Eden Gardens,KKR,RCB,RCB,field,KKR,runs,82.0,132.0,20.0,N,,CB Gaffaney,CK Nandan,2017
1082622,2017,Kolkata,2017-04-28,League,G Gambhir,Eden Gardens,KKR,DC,KKR,field,KKR,wickets,7.0,161.0,20.0,N,,NJ Llong,S Ravi,2017
1082623,2017,Chandigarh,2017-04-28,League,Rashid Khan,Punjab Cricket Association Stadium,PBKS,SRH,PBKS,field,SRH,runs,26.0,208.0,20.0,N,,Nitin Menon,CK Nandan,2017
1082626,2017,Chandigarh,2017-04-30,League,Sandeep Sharma,Punjab Cricket Association Stadium,PBKS,DC,PBKS,field,PBKS,wickets,10.0,68.0,20.0,N,,YC Barde,CK Nandan,2017
1082627,2017,Hyderabad,2017-04-30,League,DA Warner,Rajiv Gandhi International Stadium,SRH,KKR,KKR,field,SRH,runs,48.0,210.0,20.0,N,,AY Dandekar,S Ravi,2017
1082628,2017,Mumbai,2017-05-01,League,RG Sharma,Wankhede Stadium,MI,RCB,RCB,bat,MI,wickets,5.0,163.0,20.0,N,,AK Chaudhary,CB Gaffaney,2017
1082630,2017,Delhi,2017-05-02,League,Mohammed Shami,Feroz Shah Kotla,DC,SRH,DC,field,DC,wickets,6.0,186.0,20.0,N,,YC Barde,Nitin Menon,2017
1082633,2017,Bangalore,2017-05-05,League,Sandeep Sharma,M Chinnaswamy Stadium,RCB,PBKS,RCB,field,PBKS,runs,19.0,139.0,20.0,N,,CB Gaffaney,C Shamshuddin,2017
1082635,2017,Delhi,2017-05-06,League,LMP Simmons,Feroz Shah Kotla,DC,MI,DC,field,MI,runs,146.0,213.0,20.0,N,,Nitin Menon,CK Nandan,2017
1082636,2017,Bangalore,2017-05-07,League,SP Narine,M Chinnaswamy Stadium,RCB,KKR,KKR,field,KKR,wickets,6.0,159.0,20.0,N,,AY Dandekar,C Shamshuddin,2017
1082638,2017,Hyderabad,2017-05-08,League,S Dhawan,Rajiv Gandhi International Stadium,SRH,MI,MI,bat,SRH,wickets,7.0,139.0,20.0,N,,KN Ananthapadmanabhan,M Erasmus,2017
