id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2,year
1178430,2019,Chandigarh,2019-05-05,League,KL Rahul,Punjab Cricket Association Stadium,CSK,PBKS,PBKS,field,PBKS,wickets,6.0,171.0,20.0,N,,C Shamshuddin,KN Ananthapadmanabhan,2019
1178431,2019,Mumbai,2019-05-05,League,HH Pandya,Wankhede Stadium,KKR,MI,MI,field,MI,wickets,9.0,134.0,20.0,N,,A Nand Kishore,CK Nandan,2019
1181764,2019,Chennai,2019-05-07,Qualifier 1,SA Yadav,MA Chidambaram Stadium,CSK,MI,CSK,bat,MI,wickets,6.0,132.0,20.0,N,,NJ Llong,Nitin Menon,2019
1181766,2019,Visakhapatnam,2019-05-08,Eliminator,RR Pant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,SRH,DC,DC,field,DC,wickets,2.0,163.0,20.0,N,,BNJ Oxenford,S Ravi,2019
1181767,2019,Visakhapatnam,2019-05-10,Qualifier 2,F du Plessis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,DC,CSK,CSK,field,CSK,wickets,6.0,148.0,20.0,N,,BNJ Oxenford,S Ravi,2019
1181768,2019,Hyderabad,2019-05-12,Final,JJ Bumrah,Rajiv Gandhi International Stadium,MI,CSK,MI,bat,MI,runs,1.0,150.0,20.0,N,,IJ Gould,Nitin Menon,2019
1216492,2020/21,Abu Dhabi,2020-09-19,League,AT Rayudu,Sheikh Zayed Stadium,MI,CSK,CSK,field,CSK,wickets,5.0,163.0,20.0,N,,CB Gaffaney,VK Sharma,2020
1216493,2020/21,,2020-09-20,League,MP Stoinis,Dubai International Cricket Stadium,DC,PBKS,PBKS,field,DC,tie,,158.0,20.0,Y,,AK Chaudhary,Nitin Menon,2020
1216534,2020/21,,2020-09-21,League,YS Chahal,Dubai International Cricket Stadium,RCB,SRH,SRH,field,RCB,runs,10.0,164.0,20.0,N,,AY Dandekar,Nitin Menon,2020
1216496,2020/21,,2020-09-22,League,SV Samson,Sharjah Cricket Stadium,RR,CSK,CSK,field,RR,runs,16.0,217.0,20.0,N,,C Shamshuddin,VA Kulkarni,2020
1216508,2020/21,Abu Dhabi,2020-09-23,League,RG Sharma,Sheikh Zayed Stadium,MI,KKR,KKR,field,MI,runs,49.0,196.0,20.0,N,,CB Gaffaney,S Ravi,2020
1216510,2020/21,,2020-09-24,League,KL Rahul,Dubai International Cricket Stadium,PBKS,RCB,RCB,field,PBKS,runs,97.0,207.0,20.0,N,,AK Chaudhary,PR Reiffel,2020
1216539,2020/21,,2020-09-25,League,PP Shaw,Dubai International Cricket Stadium,DC,CSK,CSK,field,DC,runs,44.0,176.0,20.0,N,,KN Ananthapadmanabhan,RK Illingworth,2020
1216545,2020/21,Abu Dhabi,2020-09-26,League,Shubman Gill,Sheikh Zayed Stadium,SRH,KKR,SRH,bat,KKR,wickets,7.0,143.0,20.0,N,,CB Gaffaney,VK Sharma,2020
1216527,2020/21,,2020-09-27,League,SV Samson,Sharjah Cricket Stadium,PBKS,RR,RR,field,RR,wickets,4.0,224.0,20.0,N,,RK Illingworth,K Srinivasan,2020
1216547,2020/21,,2020-09-28,League,AB de Villiers,Dubai International Cricket Stadium,RCB,MI,MI,field,RCB,tie,,202.0,20.0,Y,,Nitin Menon,PR Reiffel,2020
1216532,2020/21,Abu Dhabi,2020-09-29,League,Rashid Khan,Sheikh Zayed Stadium,SRH,DC,DC,field,SRH,runs,15.0,163.0,20.0,N,,VK Sharma,S Ravi,2020
1216504,2020/21,,2020-09-30,League,Shivam Mavi,Dubai International Cricket Stadium,KKR,RR,RR,field,KKR,runs,37.0,175.0,20.0,N,,KN Ananthapadmanabhan,C Shamshuddin,2020
1216503,2020/21,Abu Dhabi,2020-10-01,League,KA Pollard,Sheikh Zayed Stadium,MI,PBKS,PBKS,field,MI,runs,48.0,192.0,20.0,N,,VK Sharma,S Ravi,2020
1216516,2020/21,,2020-10-02,League,PK Garg,Dubai International Cricket Stadium,SRH,CSK,SRH,bat,SRH,runs,7.0,165.0,20.0,N,,AK Chaudhary,PR Reiffel,2020
1216514,2020/21,Abu Dhabi,2020-10-03,League,YS Chahal,Sheikh Zayed Stadium,RR,RCB,RR,bat,RCB,wickets,8.0,155.0,20.0,N,,CB Gaffaney,S Ravi,2020
1216515,2020/21,,2020-10-03,League,SS Iyer,Sharjah Cricket Stadium,DC,KKR,KKR,field,DC,runs,18.0,229.0,20.0,N,,VA Kulkarni,RK Illingworth,2020
1216513,2020/21,,2020-10-04,League,SR Watson,Dubai International Cricket Stadium,PBKS,CSK,PBKS,bat,CSK,wickets,10.0,179.0,20.0,N,,AY Dandekar,Nitin Menon,2020
1216538,2020/21,,2020-10-04,League,TA Boult,Sharjah Cricket Stadium,MI,SRH,MI,bat,MI,runs,34.0,209.0,20.0,N,,KN Ananthapadmanabhan,RK Illingworth,2020
1216519,2020/21,,2020-10-05,League,AR Patel,Dubai International Cricket Stadium,DC,RCB,RCB,field,DC,runs,59.0,197.0,20.0,N,,Nitin Menon,YC Barde,2020
1216511,2020/21,Abu Dhabi,2020-10-06,League,SA Yadav,Sheikh Zayed Stadium,MI,RR,MI,bat,MI,runs,57.0,194.0,20.0,N,,VK Sharma,S Ravi,2020
1216501,2020/21,Abu Dhabi,2020-10-07,League,RA Tripathi,Sheikh Zayed Stadium,KKR,CSK,KKR,bat,KKR,runs,10.0,168.0,20.0,N,,KN Ananthapadmanabhan,RK Illingworth,2020
1216542,2020/21,,2020-10-08,League,JM Bairstow,Dubai International Cricket Stadium,SRH,PBKS,SRH,bat,SRH,runs,69.0,202.0,20.0,N,,AK Chaudhary,Nitin Menon,2020
1216500,2020/21,,2020-10-09,League,R Ashwin,Sharjah Cricket Stadium,DC,RR,RR,field,DC,runs,46.0,185.0,20.0,N,,KN Ananthapadmanabhan,C Shamshuddin,2020
1216523,2020/21,Abu Dhabi,2020-10-10,League,KD Karthik,Sheikh Zayed Stadium,KKR,PBKS,KKR,bat,KKR,runs,2.0,165.0,20.0,N,,UV Gandhe,CB Gaffaney,2020
1216525,2020/21,,2020-10-10,League,V Kohli,Dubai International Cricket Stadium,RCB,CSK,RCB,bat,RCB,runs,37.0,170.0,20.0,N,,AK Chaudhary,PR Reiffel,2020
1216507,2020/21,,2020-10-11,League,R Tewatia,Dubai International Cricket Stadium,SRH,RR,SRH,bat,RR,wickets,5.0,159.0,20.0,N,,YC Barde,PR Reiffel,2020
1216529,2020/21,Abu Dhabi,2020-10-11,League,Q de Kock,Sheikh Zayed Stadium,DC,MI,DC,bat,MI,wickets,5.0,163.0,20.0,N,,CB Gaffaney,S Ravi,2020
1216540,2020/21,,2020-10-12,League,AB de Villiers,Sharjah Cricket Stadium,RCB,KKR,RCB,bat,RCB,runs,82.0,195.0,20.0,N,,RK Illingworth,K Srinivasan,2020
1216528,2020/21,,2020-10-13,League,RA Jadeja,Dubai International Cricket Stadium,CSK,SRH,CSK,bat,CSK,runs,20.0,168.0,20.0,N,,AK Chaudhary,PR Reiffel,2020
1216543,2020/21,,2020-10-14,League,A Nortje,Dubai International Cricket Stadium,DC,RR,DC,bat,DC,runs,13.0,162.0,20.0,N,,AK Chaudhary,Nitin Menon,2020
1216531,2020/21,,2020-10-15,League,KL Rahul,Sharjah Cricket Stadium,RCB,PBKS,RCB,bat,PBKS,wickets,8.0,172.0,20.0,N,,KN Ananthapadmanabhan,C Shamshuddin,2020
1216526,2020/21,Abu Dhabi,2020-10-16,League,Q de Kock,Sheikh Zayed Stadium,KKR,MI,KKR,bat,MI,wickets,8.0,149.0,20.0,N,,CB Gaffaney,VK Sharma,2020
1216509,2020/21,,2020-10-17,League,S Dhawan,Sharjah Cricket Stadium,CSK,DC,CSK,bat,DC,wickets,5.0,180.0,20.0,N,,KN Ananthapadmanabhan,RK Illingworth,2020
1216522,2020/21,,2020-10-17,League,AB de Villiers,Dubai International Cricket Stadium,RR,RCB,RR,bat,RCB,wickets,7.0,178.0,20.0,N,,AK Chaudhary,Nitin Menon,2020
1216512,2020/21,Abu Dhabi,2020-10-18,League,LH Ferguson,Sheikh Zayed Stadium,KKR,SRH,SRH,field,KKR,tie,,164.0,20.0,Y,,PG Pathak,S Ravi,2020
1216517,2020/21,,2020-10-18,League,KL Rahul,Dubai International Cricket Stadium,MI,PBKS,MI,bat,PBKS,tie,,177.0,20.0,Y,,Nitin Menon,PR Reiffel,2020
1216533,2020/21,Abu Dhabi,2020-10-19,League,JC Buttler,Sheikh Zayed Stadium,CSK,RR,CSK,bat,RR,wickets,7.0,126.0,20.0,N,,CB Gaffaney,VK Sharma,2020
1216546,2020/21,,2020-10-20,League,S Dhawan,Dubai International Cricket Stadium,DC,PBKS,DC,bat,PBKS,wickets,5.0,165.0,20.0,N,,C Shamshuddin,RK Illingworth,2020
1216494,2020/21,Abu Dhabi,2020-10-21,League,Mohammed Siraj,Sheikh Zayed Stadium,KKR,RCB,KKR,bat,RCB,wickets,8.0,85.0,20.0,N,,VK Sharma,S Ravi,2020
1216518,2020/21,,2020-10-22,League,MK Pandey,Dubai International Cricket Stadium,RR,SRH,SRH,field,SRH,wickets,8.0,155.0,20.0,N,,Nitin Menon,PR Reiffel,2020
1216521,2020/21,,2020-10-23,League,TA Boult,Sharjah Cricket Stadium,CSK,MI,MI,field,MI,wickets,10.0,115.0,20.0,N,,C Shamshuddin,VA Kulkarni,2020
1216497,2020/21,Abu Dhabi,2020-10-24,League,CV Varun,Sheikh Zayed Stadium,KKR,DC,DC,field,KKR,runs,59.0,195.0,20.0,N,,CB Gaffaney,PG Pathak,2020
1216498,2020/21,,2020-10-24,League,CJ Jordan,Dubai International Cricket Stadium,PBKS,SRH,SRH,field,PBKS,runs,12.0,127.0,20.0,N,,AY Dandekar,PR Reiffel,2020
1216541,2020/21,Abu Dhabi,2020-10-25,League,BA Stokes,Sheikh Zayed Stadium,MI,RR,MI,bat,RR,wickets,8.0,196.0,20.0,N,,UV Gandhe,VK Sharma,2020
1216544,2020/21,,2020-10-25,League,RD Gaikwad,Dubai International Cricket Stadium,RCB,CSK,RCB,bat,CSK,wickets,8.0,146.0,20.0,N,,C Shamshuddin,RK Illingworth,2020
1216520,2020/21,,2020-10-26,League,CH Gayle,Sharjah Cricket Stadium,KKR,PBKS,PBKS,field,PBKS,wickets,8.0,150.0,20.0,N,,KN Ananthapadmanabhan,RK Illingworth,2020
1216524,2020/21,,2020-10-27,League,WP Saha,Dubai International Cricket Stadium,SRH,DC,DC,field,SRH,runs,88.0,220.0,20.0,N,,AK Chaudhary,Nitin Menon,2020
1216499,2020/21,Abu Dhabi,2020-10-28,League,SA Yadav,Sheikh Zayed Stadium,RCB,MI,MI,field,MI,wickets,5.0,165.0,20.0,N,,UV Gandhe,CB Gaffaney,2020
1216536,2020/21,,2020-10-29,League,RD Gaikwad,Dubai International Cricket Stadium,KKR,CSK,CSK,field,CSK,wickets,6.0,173.0,20.0,N,,C Shamshuddin,RK Illingworth,2020
1216537,2020/21,Abu Dhabi,2020-10-30,League,BA Stokes,Sheikh Zayed Stadium,PBKS,RR,RR,field,RR,wickets,7.0,186.0,20.0,N,,CB Gaffaney,S Ravi,2020
1216502,2020/21,,2020-10-31,League,Sandeep Sharma,Sharjah Cricket Stadium,RCB,SRH,SRH,field,SRH,wickets,5.0,121.0,20.0,N,,KN Ananthapadmanabhan,K Srinivasan,2020
1216535,2020/21,,2020-10-31,League,Ishan Kishan,Dubai International Cricket Stadium,DC,MI,MI,field,MI,wickets,9.0,111.0,20.0,N,,YC Barde,PR Reiffel,2020
1216506,2020/21,Abu Dhabi,2020-11-01,League,RD Gaikwad,Sheikh Zayed Stadium,PBKS,CSK,CSK,field,CSK,wickets,9.0,154.0,20.0,N,,PG Pathak,VK Sharma,2020
1216530,2020/21,,2020-11-01,League,PJ Cummins,Dubai International Cricket Stadium,KKR,RR,RR,field,KKR,runs,60.0,192.0,20.0,N,,Nitin Menon,PR Reiffel,2020
1216505,2020/21,Abu Dhabi,2020-11-02,League,A Nortje,Sheikh Zayed Stadium,RCB,DC,DC,field,DC,wickets,6.0,153.0,20.0,N,,CB Gaffaney,S Ravi,2020
1216495,2020/21,,2020-11-03,League,S Nadeem,Sharjah Cricket Stadium,MI,SRH,SRH,field,SRH,wickets,10.0,150.0,20.0,N,,C Shamshuddin,RK Illingworth,2020
1237177,2020/21,,2020-11-05,Qualifier 1,JJ Bumrah,Dubai International Cricket Stadium,MI,DC,DC,field,MI,runs,57.0,201.0,20.0,N,,CB Gaffaney,Nitin Menon,2020
1237178,2020/21,Abu Dhabi,2020-11-06,Eliminator,KS Williamson,Sheikh Zayed Stadium,RCB,SRH,SRH,field,SRH,wickets,6.0,132.0,20.0,N,,PR Reiffel,S Ravi,2020
1237180,2020/21,Abu Dhabi,2020-11-08,Qualifier 2,MP Stoinis,Sheikh Zayed Stadium,DC,SRH,DC,bat,DC,runs,17.0,190.0,20.0,N,,PR Reiffel,S Ravi,2020
1237181,2020/21,,2020-11-10,Final,TA Boult,Dubai International Cricket Stadium,DC,MI,DC,bat,MI,wickets,5.0,157.0,20.0,N,,CB Gaffaney,Nitin Menon,2020
1254058,2021,Chennai,2021-04-09,League,HV Patel,MA Chidambaram Stadium,MI,RCB,RCB,field,RCB,wickets,2.0,160.0,20.0,N,,KN Ananthapadmanabhan,Nitin Menon,2021
1254059,2021,Mumbai,2021-04-10,League,S Dhawan,Wankhede Stadium,CSK,DC,DC,field,DC,wickets,7.0,189.0,20.0,N,,AK Chaudhary,VK Sharma,2021
1254060,2021,Chennai,2021-04-11,League,N Rana,MA Chidambaram Stadium,KKR,SRH,SRH,field,KKR,runs,10.0,188.0,20.0,N,,KN Ananthapadmanabhan,Nitin Menon,2021
1254061,2021,Mumbai,2021-04-12,League,SV Samson,Wankhede Stadium,PBKS,RR,RR,field,PBKS,runs,4.0,222.0,20.0,N,,AK Chaudhary,S Ravi,2021
1254062,2021,Chennai,2021-04-13,League,RD Chahar,MA Chidambaram Stadium,MI,KKR,KKR,field,MI,runs,10.0,153.0,20.0,N,,C Shamshuddin,CB Gaffaney,2021
1254063,2021,Chennai,2021-04-14,League,GJ Maxwell,MA Chidambaram Stadium,RCB,SRH,SRH,field,RCB,runs,6.0,150.0,20.0,N,,Nitin Menon,UV Gandhe,2021
1254064,2021,Mumbai,2021-04-15,League,JD Unadkat,Wankhede Stadium,DC,RR,RR,field,RR,wickets,3.0,148.0,20.0,N,,S Ravi,VK Sharma,2021
1254065,2021,Mumbai,2021-04-16,League,DL Chahar,Wankhede Stadium,PBKS,CSK,CSK,field,CSK,wickets,6.0,107.0,20.0,N,,AK Chaudhary,AY Dandekar,2021
1254066,2021,Chennai,2021-04-17,League,KA Pollard,MA Chidambaram Stadium,MI,SRH,MI,bat,MI,runs,13.0,151.0,20.0,N,,CB Gaffaney,K Srinivasan,2021
1254067,2021,Chennai,2021-04-18,League,AB de Villiers,MA Chidambaram Stadium,RCB,KKR,RCB,bat,RCB,runs,38.0,205.0,20.0,N,,C Shamshuddin,Nitin Menon,2021
1254068,2021,Mumbai,2021-04-18,League,S Dhawan,Wankhede Stadium,PBKS,DC,DC,field,DC,wickets,6.0,196.0,20.0,N,,AK Chaudhary,PR Reiffel,2021
1254069,2021,Mumbai,2021-04-19,League,MM Ali,Wankhede Stadium,CSK,RR,RR,field,CSK,runs,45.0,189.0,20.0,N,,PR Reiffel,VK Sharma,2021
1254070,2021,Chennai,2021-04-20,League,A Mishra,MA Chidambaram Stadium,MI,DC,MI,bat,DC,wickets,6.0,138.0,20.0,N,,C Shamshuddin,CB Gaffaney,2021
1254071,2021,Chennai,2021-04-21,League,JM Bairstow,MA Chidambaram Stadium,PBKS,SRH,PBKS,bat,SRH,wickets,9.0,121.0,20.0,N,,K Srinivasan,Nitin Menon,2021
1254072,2021,Mumbai,2021-04-21,League,F du Plessis,Wankhede Stadium,CSK,KKR,KKR,field,CSK,runs,18.0,221.0,20.0,N,,AY Dandekar,PR Reiffel,2021
1254073,2021,Mumbai,2021-04-22,League,D Padikkal,Wankhede Stadium,RR,RCB,RCB,field,RCB,wickets,10.0,178.0,20.0,N,,J Madanagopal,S Ravi,2021
1254074,2021,Chennai,2021-04-23,League,KL Rahul,MA Chidambaram Stadium,MI,PBKS,PBKS,field,PBKS,wickets,9.0,132.0,20.0,N,,C Shamshuddin,Nitin Menon,2021
1254075,2021,Mumbai,2021-04-24,League,CH Morris,Wankhede Stadium,KKR,RR,RR,field,RR,wickets,6.0,134.0,20.0,N,,Navdeep Singh,S Ravi,2021
1254076,2021,Mumbai,2021-04-25,League,RA Jadeja,Wankhede Stadium,CSK,RCB,CSK,bat,CSK,runs,69.0,192.0,20.0,N,,AK Chaudhary,VK Sharma,2021
1254077,2021,Chennai,2021-04-25,League,PP Shaw,MA Chidambaram Stadium,DC,SRH,DC,bat,DC,tie,,160.0,20.0,Y,,CB Gaffaney,KN Ananthapadmanabhan,2021
1254078,2021,Ahmedabad,2021-04-26,League,EJG Morgan,"Narendra Modi Stadium, Ahmedabad",PBKS,KKR,KKR,field,KKR,wickets,5.0,124.0,20.0,N,,PR Reiffel,YC Barde,2021
1254079,2021,Ahmedabad,2021-04-27,League,AB de Villiers,"Narendra Modi Stadium, Ahmedabad",RCB,DC,DC,field,RCB,runs,1.0,172.0,20.0,N,,S Ravi,VK Sharma,2021
1254080,2021,Delhi,2021-04-28,League,RD Gaikwad,Arun Jaitley Stadium,SRH,CSK,SRH,bat,CSK,wickets,7.0,172.0,20.0,N,,C Shamshuddin,CK Nandan,2021
1254081,2021,Delhi,2021-04-29,League,Q de Kock,Arun Jaitley Stadium,RR,MI,MI,field,MI,wickets,7.0,172.0,20.0,N,,CB Gaffaney,KN Ananthapadmanabhan,2021
1254082,2021,Ahmedabad,2021-04-29,League,PP Shaw,"Narendra Modi Stadium, Ahmedabad",KKR,DC,DC,field,DC,wickets,7.0,155.0,20.0,N,,AK Chaudhary,YC Barde,2021
1254083,2021,Ahmedabad,2021-04-30,League,Harpreet Brar,"Narendra Modi Stadium, Ahmedabad",PBKS,RCB,RCB,field,PBKS,runs,34.0,180.0,20.0,N,,S Ravi,VK Sharma,2021
1254084,2021,Delhi,2021-05-01,League,KA Pollard,Arun Jaitley Stadium,CSK,MI,MI,field,MI,wickets,4.0,219.0,20.0,N,,KN Ananthapadmanabhan,CK Nandan,2021
1254085,2021,Delhi,2021-05-02,League,JC Buttler,Arun Jaitley Stadium,RR,SRH,SRH,field,RR,runs,55.0,221.0,20.0,N,,C Shamshuddin,CB Gaffaney,2021
1254086,2021,Ahmedabad,2021-05-02,League,MA Agarwal,"Narendra Modi Stadium, Ahmedabad",PBKS,DC,DC,field,DC,wickets,7.0,167.0,20.0,N,,AK Chaudhary,AY Dandekar,2021
1254104,2021,Dubai,2021-09-19,League,RD Gaikwad,Dubai International Cricket Stadium,CSK,MI,CSK,bat,CSK,runs,20.0,157.0,20.0,N,,Nitin Menon,RK Illingworth,2021
1254087,2021,Abu Dhabi,2021-09-20,League,CV Varun,"Zayed Cricket Stadium, Abu Dhabi",RCB,KKR,RCB,bat,KKR,wickets,9.0,93.0,20.0,N,,CB Gaffaney,S Ravi,2021
1254111,2021,Dubai,2021-09-21,League,Kartik Tyagi,Dubai International Cricket Stadium,RR,PBKS,PBKS,field,RR,runs,2.0,186.0,20.0,N,,AK Chaudhary,MA Gough,2021
1254105,2021,Dubai,2021-09-22,League,A Nortje,Dubai International Cricket Stadium,SRH,DC,SRH,bat,DC,wickets,8.0,135.0,20.0,N,,KN Ananthapadmanabhan,RK Illingworth,2021
1254096,2021,Abu Dhabi,2021-09-23,League,SP Narine,"Zayed Cricket Stadium, Abu Dhabi",MI,KKR,KKR,field,KKR,wickets,7.0,156.0,20.0,N,,S Ravi,VK Sharma,2021
1254113,2021,Sharjah,2021-09-24,League,DJ Bravo,Sharjah Cricket Stadium,RCB,CSK,CSK,field,CSK,wickets,6.0,157.0,20.0,N,,AK Chaudhary,Nitin Menon,2021
1254097,2021,Abu Dhabi,2021-09-25,League,SS Iyer,"Zayed Cricket Stadium, Abu Dhabi",DC,RR,RR,field,DC,runs,33.0,155.0,20.0,N,,CB Gaffaney,UV Gandhe,2021
1254107,2021,Sharjah,2021-09-25,League,JO Holder,Sharjah Cricket Stadium,PBKS,SRH,SRH,field,PBKS,runs,5.0,126.0,20.0,N,,RK Illingworth,YC Barde,2021
1254098,2021,Abu Dhabi,2021-09-26,League,RA Jadeja,"Zayed Cricket Stadium, Abu Dhabi",KKR,CSK,KKR,bat,CSK,wickets,2.0,172.0,20.0,N,,CB Gaffaney,Tapan Sharma,2021
1254108,2021,Dubai,2021-09-26,League,GJ Maxwell,Dubai International Cricket Stadium,RCB,MI,MI,field,RCB,runs,54.0,166.0,20.0,N,,AK Chaudhary,MA Gough,2021
1254100,2021,Dubai,2021-09-27,League,JJ Roy,Dubai International Cricket Stadium,RR,SRH,RR,bat,SRH,wickets,7.0,165.0,20.0,N,,KN Ananthapadmanabhan,Navdeep Singh,2021
1254092,2021,Sharjah,2021-09-28,League,SP Narine,Sharjah Cricket Stadium,DC,KKR,KKR,field,KKR,wickets,3.0,128.0,20.0,N,,Nitin Menon,HAS Khalid,2021
1254099,2021,Abu Dhabi,2021-09-28,League,KA Pollard,"Zayed Cricket Stadium, Abu Dhabi",PBKS,MI,MI,field,MI,wickets,6.0,136.0,20.0,N,,S Ravi,VK Sharma,2021
1254103,2021,Dubai,2021-09-29,League,YS Chahal,Dubai International Cricket Stadium,RR,RCB,RCB,field,RCB,wickets,7.0,150.0,20.0,N,,AY Dandekar,KN Ananthapadmanabhan,2021
1254091,2021,Sharjah,2021-09-30,League,JR Hazlewood,Sharjah Cricket Stadium,SRH,CSK,CSK,field,CSK,wickets,6.0,135.0,20.0,N,,Nitin Menon,YC Barde,2021
1254102,2021,Dubai,2021-10-01,League,KL Rahul,Dubai International Cricket Stadium,KKR,PBKS,PBKS,field,PBKS,wickets,5.0,166.0,20.0,N,,KN Ananthapadmanabhan,RK Illingworth,2021
1254089,2021,Abu Dhabi,2021-10-02,League,RD Gaikwad,"Zayed Cricket Stadium, Abu Dhabi",CSK,RR,RR,field,RR,wickets,7.0,190.0,20.0,N,,CB Gaffaney,VK Sharma,2021
1254112,2021,Sharjah,2021-10-02,League,AR Patel,Sharjah Cricket Stadium,MI,DC,DC,field,DC,wickets,4.0,130.0,20.0,N,,AK Chaudhary,MA Gough,2021
1254090,2021,Sharjah,2021-10-03,League,GJ Maxwell,Sharjah Cricket Stadium,RCB,PBKS,RCB,bat,RCB,runs,6.0,165.0,20.0,N,,KN Ananthapadmanabhan,RK Illingworth,2021
1254109,2021,Dubai,2021-10-03,League,Shubman Gill,Dubai International Cricket Stadium,SRH,KKR,SRH,bat,KKR,wickets,6.0,116.0,20.0,N,,J Madanagopal,MA Gough,2021
1254110,2021,Dubai,2021-10-04,League,AR Patel,Dubai International Cricket Stadium,CSK,DC,DC,field,DC,wickets,3.0,137.0,20.0,N,,AK Chaudhary,Nitin Menon,2021
